SalePrice,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
,1797,0,0,3,1Fam,TA,Mn,1127,0,Rec,Unf,0,0,TA,490,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,TA,1,CBlock,1,Typ,963,3,TA,Unf,TA,Attchd,1957,1797,1,GasA,Fa,1Story,1,TA,Lvl,Gtl,11765,Corner,,IR1,0,20,RL,302,Stone,,0,6,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1617,AllPub,0,1957,1957,2006
,1390,0,0,1,1Fam,TA,Gd,1110,0,ALQ,Unf,1,0,Gd,595,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,2,CBlock,1,Min1,550,2,TA,Unf,TA,Attchd,1957,1390,1,GasA,Ex,1Story,1,Ex,Low,Sev,39384,CulDSac,,IR1,0,20,RL,902,Stone,,0,10,NAmes,189,6,6,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,4,1705,AllPub,0,1957,1957,2006
,1851,0,0,3,1Fam,TA,Mn,0,0,Unf,Unf,0,0,TA,1851,Y,Norm,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,,TA,1,CBlock,2,Typ,506,2,TA,Fin,TA,Attchd,1969,1851,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,11727,Corner,90,Reg,0,20,RL,434,BrkFace,,0,3,NAmes,146,6,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,1851,AllPub,0,1969,1969,2006
,813,712,0,3,1Fam,TA,No,700,0,GLQ,Unf,1,0,TA,113,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,TA,1,PConc,2,Typ,400,2,TA,Fin,TA,Attchd,1997,1525,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,8238,Inside,60,IR1,0,60,RL,0,None,,0,5,Gilbert,72,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,813,AllPub,421,1997,1998,2006
,781,890,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,781,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,PConc,2,Typ,423,2,TA,Fin,TA,Attchd,1995,1671,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,13041,Inside,,IR2,0,60,RL,0,None,,0,2,Gilbert,84,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,781,AllPub,0,1995,1995,2006
,821,955,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,821,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,PConc,2,Typ,443,2,TA,Fin,TA,BuiltIn,1996,1776,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,9783,Inside,54,IR1,0,60,RL,0,None,,0,5,Gilbert,116,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,821,AllPub,286,1996,1996,2006
,1074,990,0,4,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1074,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,527,2,TA,Fin,TA,Attchd,2005,2064,1,GasA,Ex,2Story,1,Gd,HLS,Gtl,13128,CulDSac,50,IR1,0,60,RL,216,BrkFace,,0,1,Gilbert,119,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1074,AllPub,0,2005,2005,2006
,1700,512,0,3,1Fam,TA,Av,60,0,GLQ,Unf,1,0,Gd,1640,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,773,3,TA,Fin,TA,Attchd,2006,2212,1,GasA,Ex,2Story,1,Gd,HLS,Gtl,13751,CulDSac,42,IR1,0,60,RL,248,BrkFace,,0,5,Gilbert,38,5,7,Y,0,CompShg,Gable,Partial,New,115,Pave,9,1700,AllPub,237,2005,2006,2006
,2079,608,0,4,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,2062,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,,,0,PConc,2,Typ,618,2,TA,Fin,TA,Attchd,1994,2687,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13108,Inside,68,IR1,0,160,RL,0,None,,0,12,StoneBr,12,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,2062,AllPub,168,1994,1994,2006
,1169,0,0,3,1Fam,TA,No,705,0,GLQ,Unf,0,1,Gd,455,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,PConc,2,Typ,402,2,TA,Fin,TA,Attchd,1993,1169,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8076,Inside,,IR1,0,20,RL,112,BrkFace,,0,7,Gilbert,26,6,6,Y,0,CompShg,Gable,Normal,WD,144,Pave,6,1160,AllPub,0,1993,1994,2006
,1204,0,0,2,TwnhsE,TA,No,0,0,Unf,Unf,0,0,Gd,1191,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,2,Typ,461,2,TA,RFn,TA,Attchd,1987,1204,0,GasA,TA,1Story,1,TA,Lvl,Gtl,3701,Inside,30,IR1,0,120,RL,0,None,,0,8,StoneBr,70,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1191,AllPub,120,1987,1987,2006
,1414,1384,0,3,1Fam,TA,Gd,1218,0,GLQ,Unf,1,0,Ex,180,Y,Norm,Norm,SBrkr,0,Ex,Gd,VinylSd,VinylSd,,Gd,1,PConc,3,Typ,670,3,TA,Fin,TA,BuiltIn,2005,2798,1,GasA,Ex,2Story,1,Ex,HLS,Gtl,16023,CulDSac,59,IR1,0,60,RL,600,BrkFace,,0,3,StoneBr,37,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,11,1398,AllPub,182,2005,2006,2006
,1528,1862,0,5,1Fam,TA,Gd,0,0,Unf,Unf,0,0,Ex,1528,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,,Ex,1,PConc,3,Typ,758,3,TA,Fin,TA,BuiltIn,2006,3390,1,GasA,Ex,2Story,1,Ex,HLS,Gtl,18062,CulDSac,60,IR1,0,60,RL,662,BrkFace,,0,9,StoneBr,34,5,10,Y,0,CompShg,Hip,Partial,New,0,Pave,10,1528,AllPub,204,2006,2006,2006
,1102,1371,0,4,1Fam,Gd,Gd,205,0,GLQ,Unf,0,0,Ex,889,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,675,3,TA,Fin,TA,BuiltIn,2006,2473,1,GasA,Ex,2Story,1,Gd,HLS,Gtl,12292,CulDSac,63,IR1,0,60,RL,184,BrkFace,,0,7,StoneBr,39,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,11,1094,AllPub,246,2006,2006,2006
,1850,848,0,4,1Fam,TA,No,1206,0,GLQ,Unf,1,0,Ex,644,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,736,3,TA,RFn,TA,Attchd,2006,2698,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,16052,CulDSac,82,IR1,0,60,RL,734,Stone,,0,7,StoneBr,0,5,10,Y,0,CompShg,Hip,Partial,New,0,Pave,11,1850,AllPub,250,2006,2006,2006
,1390,1405,0,4,1Fam,TA,Av,0,0,Unf,Unf,0,0,Ex,1390,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,3,Typ,660,3,TA,Fin,TA,BuiltIn,2005,2795,1,GasA,Ex,2Story,1,Ex,HLS,Gtl,15922,Corner,92,IR1,0,60,RL,550,BrkFace,,0,1,StoneBr,102,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,10,1390,AllPub,272,2005,2006,2006
,1714,0,0,2,TwnhsE,TA,Gd,1191,0,GLQ,Unf,1,0,Ex,523,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,,Gd,1,PConc,2,Typ,517,2,TA,Fin,TA,Attchd,2005,1714,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,8147,Inside,60,Reg,0,120,RL,230,BrkFace,,0,8,StoneBr,55,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,1714,AllPub,156,2005,2005,2006
,2000,0,0,3,1Fam,TA,Gd,1416,0,GLQ,Unf,1,0,Ex,494,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,2,PConc,2,Typ,722,3,TA,Unf,TA,Attchd,2005,2000,1,GasA,Ex,1Story,1,Ex,HLS,Gtl,18261,Inside,90,IR1,0,20,RL,420,BrkFace,,0,9,StoneBr,102,5,9,Y,0,CompShg,Hip,Normal,WD,123,Pave,8,1910,AllPub,351,2005,2005,2006
,1102,0,0,2,1Fam,TA,Av,850,0,GLQ,Unf,1,0,Gd,138,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,CBlock,1,Typ,582,2,TA,RFn,TA,Attchd,1980,1102,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,10464,FR3,,IR1,0,85,RL,130,BrkFace,,0,6,NWAmes,22,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,988,AllPub,140,1980,1980,2006
,945,912,0,4,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,945,Y,PosA,Norm,SBrkr,0,TA,TA,Plywood,Plywood,GdPrv,TA,1,CBlock,2,Typ,482,2,TA,RFn,TA,Attchd,1978,1857,1,GasA,TA,2Story,1,TA,Lvl,Gtl,10530,Inside,81,Reg,0,60,RL,68,BrkFace,,0,7,NWAmes,105,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,945,AllPub,400,1978,1978,2006
,1083,0,0,2,1Fam,TA,Gd,1005,0,GLQ,Unf,1,0,Ex,42,Y,Norm,Norm,SBrkr,40,TA,Gd,VinylSd,Wd Shng,,Fa,1,CBlock,1,Typ,596,2,TA,RFn,TA,Attchd,1976,1083,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,9927,Inside,,IR1,0,85,RL,252,Stone,,0,7,NWAmes,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1047,AllPub,444,1976,1976,2006
,960,1358,0,3,1Fam,TA,No,788,0,ALQ,Unf,1,0,Gd,172,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Ex,1,PConc,2,Typ,541,2,TA,Fin,TA,BuiltIn,2005,2318,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9512,Inside,75,IR1,0,60,FV,0,None,,0,6,Somerst,246,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,8,960,AllPub,0,2005,2006,2006
,1109,766,0,3,1Fam,Fa,No,548,0,ALQ,Unf,0,0,TA,127,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,TA,1,CBlock,3,Typ,485,2,TA,RFn,TA,Attchd,1975,1875,0,GasA,TA,SLvl,1,Gd,Lvl,Gtl,10530,Inside,81,Reg,0,80,RL,248,BrkFace,,0,6,NWAmes,28,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,675,AllPub,48,1975,2000,2006
,1103,0,0,3,1Fam,TA,No,755,0,ALQ,Unf,0,0,TA,348,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,GdWo,,0,CBlock,2,Typ,462,2,TA,Unf,TA,Attchd,1974,1103,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10000,Inside,80,Reg,0,20,RL,176,BrkFace,,0,6,NWAmes,84,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1103,AllPub,295,1974,1974,2006
,874,0,0,3,1Fam,TA,No,20,620,Rec,LwQ,0,1,TA,224,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,576,2,TA,Unf,TA,Detchd,1995,874,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7200,Inside,60,Reg,0,20,RL,0,None,,0,3,NAmes,0,4,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,864,AllPub,63,1971,1971,2006
,1419,0,0,2,TwnhsE,TA,No,951,0,GLQ,Unf,1,0,Gd,536,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,,,0,PConc,2,Typ,543,2,TA,Fin,TA,Attchd,2002,1419,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8773,FR2,26,IR2,0,120,RH,0,None,,0,9,NAmes,68,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,1487,AllPub,196,2002,2002,2006
,525,567,0,3,TwnhsE,TA,No,0,0,Unf,Unf,0,0,TA,525,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,440,2,TA,Unf,TA,Detchd,1973,1092,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2760,Inside,24,Reg,0,160,RM,514,BrkFace,,0,12,BrDale,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,525,AllPub,0,1973,1973,2006
,765,600,0,3,TwnhsE,TA,No,402,0,LwQ,Unf,0,0,TA,363,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,Fa,1,CBlock,1,Min1,440,2,TA,Unf,TA,Attchd,1973,1365,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,2160,Inside,24,Reg,0,160,RM,200,BrkFace,,0,6,BrDale,36,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,765,AllPub,0,1973,1973,2006
,494,536,0,3,Twnhs,TA,No,282,0,ALQ,Unf,0,0,TA,212,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,264,1,TA,Unf,TA,Detchd,1973,1030,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,1890,Inside,21,Reg,0,160,RM,380,BrkFace,,0,7,BrDale,0,7,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,494,AllPub,0,1972,1972,2006
,483,465,0,2,Twnhs,TA,No,276,0,ALQ,Unf,0,0,TA,207,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,264,1,TA,Unf,TA,Detchd,1972,948,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,21,Reg,0,160,RM,504,BrkFace,,0,7,BrDale,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,483,AllPub,0,1972,1972,2006
,525,567,0,3,Twnhs,TA,No,382,0,BLQ,Unf,0,0,TA,143,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdPrv,,0,CBlock,1,Typ,264,1,TA,Unf,TA,Detchd,1972,1092,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,1680,Inside,21,Reg,0,160,RM,504,BrkFace,,0,10,BrDale,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,525,AllPub,352,1972,1972,2006
,1069,0,0,2,TwnhsE,TA,No,727,156,ALQ,BLQ,0,1,Gd,186,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,Po,1,CBlock,2,Typ,440,2,TA,RFn,TA,Attchd,1975,1069,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,4043,Inside,53,Reg,0,120,RL,0,None,,0,7,NPkVill,55,5,6,Y,0,CompShg,Gable,Normal,WD,225,Pave,4,1069,AllPub,0,1975,1975,2006
,1387,0,0,3,1Fam,TA,Mn,373,108,ALQ,Rec,1,0,TA,462,Y,Norm,Norm,SBrkr,240,TA,TA,MetalSd,MetalSd,,TA,1,CBlock,1,Typ,300,1,TA,RFn,TA,Attchd,1974,1387,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7514,Inside,65,Reg,0,20,RL,0,None,,0,9,NAmes,0,7,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,943,AllPub,0,1967,1975,2006
,1055,0,0,2,Twnhs,TA,No,120,492,ALQ,BLQ,1,0,TA,443,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,,,0,CBlock,2,Typ,319,1,TA,Unf,TA,Attchd,1976,1055,0,GasA,TA,1Story,1,TA,Lvl,Gtl,2280,FR2,24,Reg,0,120,RL,0,None,,0,4,NPkVill,29,7,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,1055,AllPub,0,1976,1976,2006
,855,601,0,3,Twnhs,TA,No,70,0,ALQ,Unf,0,0,Gd,785,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,,TA,1,CBlock,2,Typ,460,2,TA,RFn,TA,Attchd,1976,1456,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,2179,Inside,24,Reg,0,160,RL,0,None,,0,7,NPkVill,28,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,855,AllPub,0,1976,1976,2006
,1738,851,0,4,1Fam,Gd,No,1369,0,GLQ,Unf,1,0,Ex,369,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,831,3,TA,RFn,TA,Attchd,2006,2589,1,GasA,Gd,2Story,1,Ex,Lvl,Gtl,16387,Inside,72,IR1,0,60,RL,215,Stone,,0,8,NridgHt,0,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,11,1738,AllPub,0,2006,2006,2006
,1618,0,0,2,1Fam,TA,Av,0,0,Unf,Unf,0,0,Gd,1618,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,880,3,TA,Fin,TA,Attchd,2004,1618,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,16163,Corner,110,Reg,0,20,RL,232,BrkFace,,0,7,NridgHt,0,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1618,AllPub,0,2004,2004,2006
,1740,0,0,4,1Fam,Gd,No,0,0,Unf,Unf,0,0,Ex,1721,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,874,3,TA,RFn,TA,Attchd,2006,1740,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12228,Corner,108,Reg,0,20,RL,206,Stone,,0,9,NridgHt,43,5,7,Y,0,CompShg,Hip,Partial,New,0,Pave,8,1721,AllPub,0,2006,2006,2006
,1868,0,0,2,1Fam,TA,Gd,1505,0,GLQ,Unf,1,0,Ex,363,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,1085,3,TA,Fin,TA,Attchd,2005,1868,0,GasA,Ex,1Story,1,Ex,HLS,Mod,14780,Corner,120,IR1,0,20,RL,568,BrkFace,,0,6,NridgHt,56,5,9,Y,0,CompShg,Hip,Normal,WD,156,Pave,7,1868,AllPub,354,2005,2005,2006
,1117,1089,0,4,1Fam,TA,Av,0,0,Unf,Unf,0,0,Gd,1090,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,670,3,TA,Fin,TA,BuiltIn,2005,2206,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13975,Corner,120,IR1,0,60,RL,525,BrkFace,,0,8,NridgHt,95,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,10,1090,AllPub,148,2005,2006,2006
,1625,466,0,3,1Fam,Gd,Av,1290,0,GLQ,Unf,1,0,Ex,316,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,,Gd,1,PConc,2,Typ,521,2,TA,RFn,TA,Attchd,2005,2091,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,9942,Inside,82,IR1,0,60,RL,385,BrkFace,,0,5,NridgHt,84,5,9,Y,0,CompShg,Gable,Partial,New,0,Pave,8,1606,AllPub,194,2005,2006,2006
,1209,1044,0,3,1Fam,TA,Av,0,0,Unf,Unf,0,0,Ex,1209,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,,Gd,1,PConc,2,Typ,575,2,TA,Fin,TA,Attchd,2005,2253,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,12867,Corner,103,IR1,0,60,RL,,None,,0,7,NridgHt,142,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,8,1209,AllPub,243,2005,2006,2006
,1054,1335,0,4,1Fam,TA,Gd,0,0,Unf,Unf,0,0,Ex,1054,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,672,3,TA,Fin,TA,BuiltIn,2006,2389,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,10672,Inside,82,IR1,0,60,RL,0,None,,0,11,NridgHt,64,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,10,1054,AllPub,176,2006,2006,2006
,1544,814,0,4,1Fam,TA,Av,880,0,GLQ,Unf,1,0,Ex,644,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,,Gd,1,PConc,2,Typ,784,3,TA,Fin,TA,BuiltIn,2005,2358,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,11643,Inside,82,IR1,0,60,RL,142,BrkFace,,0,8,NridgHt,34,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,10,1524,AllPub,120,2005,2006,2006
,1792,0,0,2,1Fam,TA,Gd,1232,0,GLQ,Unf,1,0,Ex,560,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,925,3,TA,RFn,TA,Attchd,2005,1792,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,13758,Inside,121,IR1,0,20,RL,430,BrkFace,,0,3,NridgHt,49,5,9,Y,0,CompShg,Gable,Partial,New,0,Pave,6,1792,AllPub,204,2005,2006,2006
,1780,0,0,2,1Fam,TA,Gd,1383,0,GLQ,Unf,1,0,Ex,397,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,,Gd,1,PConc,2,Typ,816,3,TA,Fin,TA,Attchd,2004,1780,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,14828,Corner,131,IR1,0,20,RL,674,BrkFace,,0,8,NridgHt,68,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,1780,AllPub,144,2004,2005,2006
,1426,488,0,3,1Fam,TA,No,994,0,GLQ,Unf,1,0,Gd,426,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,746,3,TA,RFn,TA,BuiltIn,2004,1914,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13215,Corner,,IR1,0,60,RL,112,BrkFace,,0,2,NridgHt,127,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,1420,AllPub,168,2004,2004,2006
,1565,0,0,2,TwnhsE,TA,No,472,0,GLQ,Unf,1,0,Ex,1088,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,,Gd,1,PConc,2,Typ,556,2,TA,RFn,TA,Attchd,2005,1565,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,5911,Inside,48,Reg,0,120,RL,278,BrkFace,,0,3,NridgHt,56,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1560,AllPub,196,2005,2005,2006
,1686,0,0,1,TwnhsE,Gd,No,1023,0,GLQ,Unf,1,0,Ex,663,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,,Gd,1,PConc,2,Typ,899,3,TA,Fin,TA,Attchd,2006,1686,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7740,Inside,61,Reg,0,20,RL,518,BrkFace,,0,6,NridgHt,100,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,6,1686,AllPub,266,2006,2006,2006
,1666,0,0,2,TwnhsE,Gd,No,415,0,GLQ,Unf,1,0,Ex,1251,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,,Gd,1,PConc,2,Typ,575,2,TA,RFn,TA,Attchd,2006,1666,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6373,Inside,48,Reg,0,120,RL,572,BrkFace,,0,6,NridgHt,75,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,6,1666,AllPub,228,2006,2006,2006
,728,728,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,728,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,390,2,TA,Fin,TA,Attchd,2005,1456,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10237,Inside,65,Reg,0,60,RL,0,None,,0,2,Gilbert,24,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,8,728,AllPub,0,2005,2006,2006
,738,754,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,738,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,440,2,TA,Fin,TA,Attchd,2006,1492,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10237,Inside,65,Reg,0,60,RL,0,None,,0,9,Gilbert,32,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,8,738,AllPub,0,2006,2006,2006
,1326,0,0,3,1Fam,TA,Av,0,0,Unf,Unf,0,0,Gd,1326,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,427,2,TA,Fin,TA,Attchd,2006,1326,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11660,Inside,102,IR1,0,20,RL,0,None,,0,7,Gilbert,0,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,6,1326,AllPub,100,2006,2006,2006
,1052,1321,0,4,1Fam,TA,Av,0,0,Unf,Unf,0,0,Gd,1052,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,632,3,TA,Fin,TA,BuiltIn,2004,2373,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11631,Corner,96,IR1,0,60,RL,236,BrkFace,,0,6,Gilbert,46,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,9,1052,AllPub,120,2004,2005,2006
,738,754,0,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,738,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,440,2,TA,Fin,TA,Attchd,2006,1492,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9073,Inside,75,IR1,0,60,RL,0,None,,0,10,Gilbert,32,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,8,738,AllPub,100,2006,2006,2006
